1284325840859983371,2381230424060119446,14050114177369248588
16073073018401517853,13663670511533961316,5712360015511527346
6761566867350444685,1334795526190759690,11341128035973185842
4630532028927614894,15574777759638029558,14110842387472201041
17356410927351499262,10086523647621841338,6261313098937813714
13111187317871740851,1766838701200173059,8168071193246545496
17814570143470474444,16023011044705222867,10614284135968276765
7141615895813244326,13164252667699918375,4446395972118861174
10748884645510410998,2819418815328621693,412158189969254211
10255473006457685713,13774736893806389559,6874622011225086503
16809447017530552675,9473569769577321895,18122202849905834628
15292854911200787873,13750231543250364297,17539608400882793580
3860425294389522474,13814127313452911576,17532740250970441087
14865265144441635970,1818256265186504881,12973865226645752946
15819313681202423778,13356871881462930272,3832436556885310862
15166985357730377369,8462758359451892617,11576274759845474850
14730226140568639479,2383227288202396557,3515652444678767772
6765352914028026328,1349709088427148142,10073823150989178370
4453890199380597883,12914605159167555417,3904239613457550148
10378084597619192910,104572299044946648,17753488119375550554
13732152778695367569,1999375860881517678,3376076318907139145
12851555483828269163,2808819049015612884,7054452585906761653
8126449951145149414,5247010918478790670,7569966323346568321
6502679191179536204,14784412159645336119,10631210903286304782
2955752415138650720,14982733148241094723,8656241411683647721
16630019147578223455,376852435856908178,8184879631989526156
5509683754584309386,14281634496686404576,9097646843451140699
10293152136947417831,540905396189949736,6168335221684826272
8868029965063765307,7621956676249975461,4779543674398435631
9222377002057480327,4680313747991158897,9399074089400827032
18444435960134249287,10571791866029953742,4065145837618928814
7774407446143687924,4105271348662154566,16012277708641167544
9780834537663372398,655067020397097391,15262035773059888358
10348687729996210336,8178739658431147392,17318116858438238201
10628776675429924643,8406618758667543443,16057700392416127205
7862890089843882459,6072510058508575580,8105737223908980587
15528595352001976965,7160728417239600562,9516225253707710580
4566400065835311931,14078148658730704826,13307285867353749354
8728002099730500929,13418973940702839152,7590370934625217376
1649524262837131947,15657933634216161914,5320252460095380013
3188074320876526548,9322948601267908659,3782550189970118339
815761509569472101,9463243016355359209,13025659958511564975
2850046710624486332,10110656994987693523,7321445948714336093
8268679529989956010,2232468632919854843,4155539397203460302
11133221745080986955,14401434150857375683,985295722507405869
14522407898143198660,216326522455335129,17087071766461177484
5805741094798012491,4812304175080149892,14929785637148035790
2810429722802272203,10551949510827351161,4965571442991259997
15689070794039902587,5507354484755497743,15944474213253118264
9868008677774074157,10840027512856058617,9522511185701182999
458817171773083693,7048026719471795055,10696856504850951879
3675810581341133883,14949460117471882325,7107739591217144947
16263147563422974977,13198230176283140000,9198359668358085200
1843530865679968990,4765399169957457942,16865627547234232677
13065494932254767520,17668164609029911724,8162284388944906793
18422017771731851223,7544215703278317112,9130015907471588803
11415380214995989294,4948606594056461714,1132832278515905842
596441149894060219,16606785140066342406,6936899721138151040
12628451888182147425,3911203618616757366,14484790197344099335
13825721880251545567,1351987703331445054,16402228620182119094
10457544207192432863,4493560659786090830,17153295958496608068
1668706384749275666,16454763608038302429,16062168384091489537
243079371550273286,14087159326863759466,9789731508017297296
13081839717254356504,743213285245124258,17460818053234844257
58399316271683492,8944260154758941911,18015815035623014926
14890341727071020365,6265729760326095090,10286311372641603461
13850293576622655442,3221374640279721974,5992170814535406553
17268866552535051988,17902345510427918920,4144757312472846374
17710862194835100337,5780948837616966166,8149879695078414029
7099652170731743914,11194161761989136871,7596543128006088342
13926266786087231010,9123400484262582287,16218165151611742327
4132398614090507010,8508184852898892244,4799529325655874767
16680611006306946014,2532631427640184806,4034495697320135533
16896553689901577656,10125643163678838898,6201212321408315389
1140532002423380619,215970072721391925,147746901708017047
15687243904157555837,7585993354885213857,230252849802885210
13476452405720399925,327084525676703463,12509556808839239462
15629010371210870136,17051784475764093406,239767662877709304
13455774435008710852,7187031698526729375,15641411142210390276
9084604773364365830,11328046990409252478,11448590514465644219
817544293523101051,1727507852552355344,14635696353910251572
7916615998488809433,13396409380037903735,11402393394862252700
1985478799905747896,5168032376816175135,1633579941688555359
9204114732161575075,12657829822738576746,302267960413095629
17352703787056885959,7512264944283805510,14542972469175009319
9660686952519253853,14771266062743334210,3230653439293503980
10965663072430420130,631684737030444533,5414360076787881974
787503458536657941,13995804428735782173,10483071895087096477
13389550702009343591,2593110343880615544,18318075309091937654
13055021424908982065,4490154782573022292,4028939315722081368
14243570756733749732,10805403674397254643,3124416250457435595
17495074093320191159,11464401725575956263,17520997904482273898
8284203147844771019,17242817343275648915,7588488032376846078
621023440861741514,5412210289436730303,2159196516945062113
1044604297518311411,8450502703154137849,12818534392955251915
14246335698381735329,10371078470677504012,2195920819552106168
1049243815272044133,13110938825017359546,14634018312716441837
4238714026264465356,9601547125664541870,10683027346578724897
10726903543381512734,14102197639033437375,864446699402058584
13752887706637854390,16379453017599550816,2668740751632848226
